Country_code_A3,Name,C_group_IM24_sh,dev_country,Substance,FOOD_system_stage,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015
ARM,Armenia,16:_Russia +,I,GWP_100_CH4,Processing,18.3120270472917,17.8199439595513,15.7795505361644,14.2955904847109,15.6302829065019,14.8075684616835,16.1703025502072,16.9405139286741,17.0112599129905,17.6239385000096,17.1003852452489,16.5392612521573,16.7932594898758,17.3982944501893,18.0553625340116,19.441252859019,20.4398976865419,20.8811597498209,21.4258032699241,21.6739641233295,21.6984039637344,22.1558405171427,22.6394980673324,23.6358924000265,23.5646156893747,23.5116284498634
ASM,American Samoa,24:_Oceania,D,GWP_100_CH4,Processing,0.027907852,0.027989948,0.028072044,0.028154112,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.02823618,0.028072044,0.028072044,0.028154112,0.028072044,0.028072044,0.027907852,0.027907852,0.027825812,0.027825812,0.027825812,0.027743716
ATG,Antigua and Barbuda,04:_Rest Central America,D,GWP_100_CH4,Processing,0.100015088172743,0.104882004226777,0.116593680321949,0.118911645413708,0.124413424358929,0.122040418890378,0.125206257250999,0.127718950981244,0.124149616013568,0.134980109113966,0.136378594765218,0.138197986762717,0.138418666780654,0.147863370278506,0.151780625029118,0.157773834133962,0.153296412135254,0.153787512652221,0.152668826673913,0.129570883915323,0.0525067821877298,0.0575285298094277,0.0485873618532664,0.0498353179893058,0.0412202138963505,0.0387547327789629
AUS,Australia,24:_Oceania,I,GWP_100_CH4,Processing,959.928456169215,1014.04386083401,1000.76719260516,1032.1894750567,1031.22994522182,1092.2489082013,1158.38668132485,1253.99777035413,1275.66463251862,1294.45182553269,1366.58336476901,1445.53278987069,1158.85469117522,1629.88648298819,1484.53076911305,1710.97464621728,1704.97693463922,1571.84021984657,1614.4259295588,1557.6425171568,1631.34273391828,1678.91423936249,1582.00339195715,1716.8322092991,1771.90358831366,1697.15402669376
AUT,Austria,11:_OECD_Europe,I,GWP_100_CH4,Processing,276.63515623408,272.610821527414,268.626234313744,267.19394773663,287.825738349635,290.083992484179,282.21863255516,298.763363906118,304.243995467663,379.102305310619,398.573017742046,390.137745137662,415.229718086263,408.446571373862,416.839632956391,409.789092760438,411.939240142833,424.69313669835,428.603285802808,396.318911853623,435.116083575527,444.577104288068,446.706866736522,411.468382869218,406.052865256258,389.201077476123
AZE,Azerbaijan,16:_Russia +,I,GWP_100_CH4,Processing,80.5470419734746,121.419730044471,73.8938682159945,16.6943320323574,15.3411669714122,14.7006715747229,14.4280156339639,14.5674865252059,15.3891440889367,17.2282785796377,13.5650310664091,12.5662446234304,17.5315079393061,18.3783694287126,18.3785516440564,22.7398573242314,30.7040832955443,127.600492162557,259.855483361289,284.070894586,222.933951341735,201.185085902597,289.059745309328,306.628985991721,303.603048997057,315.974288545
BDI,Burundi,09:_Eastern_Africa,D,GWP_100_CH4,Processing,2.33494334337515,2.63147910717368,2.66449822614703,2.59700255755905,2.33977547372331,2.24164533195445,2.29692686666556,2.28263344420778,2.64779025943842,2.97249651099783,2.91998710392697,2.70251320422298,2.79607457591794,2.82487499355495,2.82142344072998,3.26934316775806,3.62909066048997,3.17166688899013,2.94388298357158,2.84562780481326,2.82556098098319,3.2105289874192,3.82458841769474,3.33024187958623,3.7371470528621,5.46433869515916
BEL,Belgium,11:_OECD_Europe,I,GWP_100_CH4,Processing,216.245489336749,212.892401036273,217.305498050671,220.961059920548,214.691154779494,228.177603345384,239.762241605481,247.49264091645,227.469175834657,268.810657437158,305.15036459623,292.070032712414,328.229374896441,437.690647347269,452.683680127156,422.949317112702,452.968969189997,462.009138346969,418.117669853337,518.68286310437,523.133315032181,592.761503979622,613.875385616884,601.264427318857,671.174315284964,664.655045263879
BEN,Benin,08:_Western_Africa,D,GWP_100_CH4,Processing,3.69218449943996,3.60253055822114,3.73830147152169,3.85088310749132,4.11398277422947,3.89346552431446,4.09369353694867,4.17660391639704,4.23747825897035,4.073326809076,4.256114045624,4.57164826771576,4.6377939930436,4.79219762789667,4.90709254860003,5.28457601363835,4.93868004303545,5.14352154724786,5.24994023015919,5.42766102019945,5.57495414463129,5.8416051562661,5.976136026532,6.12014141962955,6.25393115746,6.42472377652
BFA,Burkina Faso,08:_Western_Africa,D,GWP_100_CH4,Processing,11.0372821517032,11.6679039846491,11.8229038419524,12.2308011753414,12.67747310513,12.9314705602423,13.3663575784782,13.9549800147794,14.2058314663525,14.4337572535216,15.1443037840149,16.0160901202688,16.8003393189239,20.0245307126242,20.9783078187146,22.3526125314892,22.9707111796495,23.1159136040732,23.4975108317922,23.7613828640141,24.269604730441,24.6387503501427,25.1267278881142,25.4043458623852,22.4662517233782,22.5896325506221
BGD,Bangladesh,18:_India +,D,GWP_100_CH4,Processing,107.627298432715,111.495142309666,110.474552576188,103.645637865926,140.331753656232,143.175699508353,137.351414663162,132.438147682031,108.651240078097,115.698319455225,121.039994012956,128.379192039256,144.506332722193,167.943571836587,154.192360319695,176.342663758745,192.898180508271,197.21191348572,215.427175260054,250.51559440336,264.494548218665,286.507798643721,386.315940600675,442.646204724303,497.406413930172,504.057102328776
BGR,Bulgaria,12:_Central Europe,I,GWP_100_CH4,Processing,132.314418561386,122.118095436565,94.8794940382223,96.9090181929056,90.2066231791815,94.2976076732293,92.5591847289234,97.3763890762978,96.8895263766527,91.3580649824111,93.4820191942217,96.4463420401114,82.1522203017762,74.0743824695337,100.055070028282,99.9371978248782,100.489788186067,101.155268040134,101.930168011552,106.100103647374,108.96741722576,109.864522070482,112.231730368389,111.710955068866,113.394720130057,117.589336509433
BHR,Bahrain,17:_Middle_East,D,GWP_100_CH4,Processing,38.7673290404599,36.1265404499491,41.7303759574901,45.7546104445161,49.1796444406894,52.7576704810142,57.5378690007739,64.4709995685752,64.3434261240492,65.1417452004864,66.6588071044015,67.9240913190616,73.2550151415057,73.4159619199456,71.6651453833163,85.2146278946895,88.1389242146918,87.2062540246204,99.785438273037,115.155235216065,120.948162078625,130.652502423635,182.97420367124,217.013044041171,251.814633566047,236.627059655366
BHS,Bahamas,04:_Rest Central America,D,GWP_100_CH4,Processing,0.725760095616227,0.800974456310461,0.699443137435036,0.666448337525278,0.636722999171993,0.98610720974686,1.17088361007146,1.25885326512258,1.35499778772051,1.24500917647842,0.942949371191188,0.91884015457724,0.934117124143926,1.07006001090962,1.09326111591453,0.934075612070322,0.902700745865046,0.901788791095278,0.86860473168724,0.856117378202679,0.836301348396091,0.866625654539112,0.858751320786517,0.852812005524828,0.798593851591376,0.80718475200681
BIH,Bosnia and Herzegovina,12:_Central Europe,I,GWP_100_CH4,Processing,24.5514678799411,17.0985209762185,13.8947514221057,19.2470413703673,14.7307443458666,14.4707222356885,14.0721677498045,14.2485362565875,14.7753353205765,14.7543376247429,14.935415153828,14.5611939224304,15.1863664202126,15.744395921059,16.5803682555255,12.7046947774707,13.0021328173792,9.66695145720022,18.1136762353009,28.2620641504243,38.8830997653778,49.7736722520085,48.312688771342,47.8670589874612,71.6992616356561,51.5538880978938
BLR,Belarus,14:_Ukraine +,I,GWP_100_CH4,Processing,149.251489529614,137.671637392362,107.024987999725,94.5968884764426,87.8991364307164,85.6217988818006,84.5395658453668,91.1415624121831,96.3470281002583,97.192959868119,97.7996286221907,97.1900411531667,95.7600381027337,98.7089340102223,100.230170920989,107.226979702394,114.993339912613,122.182439683567,127.248739419329,121.239519402409,122.194256149727,143.002335361684,153.344516643516,143.112446535439,129.703951960855,128.193059178063
BLZ,Belize,04:_Rest Central America,D,GWP_100_CH4,Processing,8.06871877510218,8.23422083496604,8.27892337048627,8.19435022830689,8.4956236940658,8.52225332966881,8.87150426922065,9.96326360062977,9.48443151430667,9.44883425694211,9.78981304965004,9.29158997116287,10.4512307444674,10.1058060890663,11.2804514965986,9.99113501525612,10.9240929793072,9.71233308529721,7.72841124019169,8.83526856009418,8.57792384663094,9.45418284166718,10.7363238834886,11.175317228026,11.6778921745152,11.7600578637638
BMU,Bermuda,04:_Rest Central America,D,GWP_100_CH4,Processing,0.0445532420626745,0.0401904240392971,0.046742893868571,0.0486367278291194,0.0486296382724095,0.0469408871890431,0.0484086127583004,0.0476269917549247,0.0435751602729789,0.0483945613324497,0.0472021614578586,0.038338870325127,0.0383704090851782,0.0398158814542273,0.0443885029245558,0.0429876382064824,0.0402864594355035,0.0463683412110129,0.0401584155916961,0.0385975584461295,0.0310832030128158,0.0407534648635773,0.0392895450865384,0.0307140055269223,0.0298081763380164,0.0303555608884211
BOL,Bolivia,06:_Rest South America,D,GWP_100_CH4,Processing,140.73085357614,155.632604870992,174.595105838486,240.055035938691,235.204954581909,144.862618193933,143.611054155614,174.434834900256,134.799961045299,129.139602982142,133.051070806923,131.179800969963,150.192294016008,160.96597049673,187.602533059934,212.992586859467,231.823427017741,240.977589413562,257.7745711752,255.118980136047,277.519055441544,307.889477699357,477.192526826557,481.947581628198,537.898121346695,492.902599074207
BRA,Brazil,05:_Brazil,D,GWP_100_CH4,Processing,10053.1396185949,10703.9820052736,11010.7494300108,11567.3176792727,12212.8335503788,12705.7945599848,13421.5260019128,14151.1930892236,14309.8908746642,15680.8681759361,13359.1378118354,14218.4880646424,15649.735901948,17759.5359346064,18756.2147765068,20624.5937978255,22333.2904658671,24755.3678205999,27356.3360458916,27755.5513156354,29700.2172780969,27368.2806315297,27683.8939577426,30199.53276987,29967.2115936126,32213.5401049264
BRB,Barbados,04:_Rest Central America,D,GWP_100_CH4,Processing,6.77056855565566,6.44837118031781,5.49702637487996,5.10051291345815,5.350989149282,4.65505297551221,6.24786177871946,6.53071815881308,5.3913366043178,5.82093065840138,5.99868180337466,5.48726527370847,5.07866210292659,4.63908496903668,4.69393568194432,5.28166924584719,4.8004806874184,5.05960681927952,4.8529548414141,5.11508452021467,4.53959728085836,4.35001732796621,4.58677988804089,3.99125494465407,4.05453707052441,4.22317824013018
BRN,Brunei Darussalam,21:_Southeastern Asia,D,GWP_100_CH4,Processing,63.7840237917447,74.3580080984121,76.9246323020155,72.8188086448691,79.6806746594612,87.6766871109998,92.8644026359116,96.867860304041,89.9503428460844,94.0648301859186,99.3115931525278,102.712646704843,102.960239102718,108.52067485623,102.96331157768,106.475520169194,118.825125510611,109.278812136847,129.477942769248,130.353180173268,126.818420717102,140.840583674114,192.073297492387,202.962165752771,218.360397321167,197.12258991289
BTN,Bhutan,18:_India +,D,GWP_100_CH4,Processing,0.639239447337978,0.633155501130213,0.628197086333716,0.638662026327434,0.682134358822567,0.769780764315653,0.858395902315811,0.776331068888144,0.763019651134347,1.02617474840863,0.721176671594792,0.716697105318776,0.720615549280625,0.655170121214606,0.596786756243785,0.857260058245717,0.876792590026056,0.804235044273186,0.90176113772107,1.5399551358024,1.70208134824414,1.87017846994019,2.17779762702497,1.00458752608148,1.27035359698107,1.13678135541235
BWA,Botswana,10:_Southern_Africa,D,GWP_100_CH4,Processing,19.7912958045302,19.9922320390453,22.5632493402742,22.2732055412568,21.6097579524018,22.9346786728818,20.016340198563,19.9344660717604,23.046620027109,6.6623336389679,8.02200605810415,25.5181163084061,26.1725081912579,19.864486947558,9.10143704701602,6.43541074708706,6.60548860410448,9.30925241177641,11.354768805539,10.6467179548727,12.7546400426598,11.9176537205869,16.1707066045572,15.4994585708943,15.6544913976599,17.9312356728444
CAF,Central African Republic,08:_Western_Africa,D,GWP_100_CH4,Processing,6.41710562409365,6.5495524431902,6.69716210833375,7.13207515339664,7.28646349257713,7.69055537706343,9.02848452847281,8.41626788711963,8.61074637492214,8.48275713319467,10.2719363613904,10.3627225248488,10.6717059590788,10.5401797733977,11.4016637754117,11.6103844560098,11.8987087991112,12.5409745858744,12.8084352983983,13.0132244908595,13.6333880360392,14.3087832038109,14.4581941414255,14.7572222977934,14.6901875490133,14.7855065203006
CAN,Canada,01:_Canada,I,GWP_100_CH4,Processing,1052.1368652634,1097.42740159079,1139.2165750005,1181.48424207881,1247.52042759169,1289.85650202043,1290.70069628126,1341.03303443065,1319.65587439397,1483.37553769654,1527.58810570368,1491.23614902565,1532.73607484262,1534.62229338832,1536.91225406562,1548.69364302744,1454.31017416188,1414.82817610563,1343.48455822554,1424.13216179124,1392.48816667915,1362.77469793085,1463.78985677437,1420.23545539906,1412.9731866795,1428.38817576657
CHE,Switzerland,11:_OECD_Europe,I,GWP_100_CH4,Processing,83.8162844710204,81.4805878616014,75.3810251128397,71.3476115520265,68.9659700240756,71.1760136889133,70.3559044285741,74.2815449542633,66.6016593478804,82.9851373261825,84.8601041378838,91.0606621167231,92.8688117824873,88.1405975214692,87.3189123891057,89.2087317121793,84.0647128978651,104.04261489459,85.6826316203881,91.8338781983542,88.2871703555835,94.0723620075472,85.1625368220748,86.0365003526024,108.726487562201,104.974130062954
CHL,Chile,06:_Rest South America,D,GWP_100_CH4,Processing,521.161766621842,653.178278137781,943.709806372055,1077.20604833137,1071.46231694786,1160.69574657872,1224.52626860102,1287.63589966398,1240.96575958285,1458.78918169385,1631.27345367163,1695.82617982362,1695.85521731026,1810.13668612896,2138.89440686456,2217.24042818079,2288.40308706303,2991.79289820151,3358.42488168693,3425.7093103074,2861.20498392644,3495.17687606176,3600.6274823153,3787.83963064827,3975.15767520406,4005.15234287664
CHN,China,20:_China +,D,GWP_100_CH4,Processing,11065.4517789733,10915.5432506152,11249.9277672602,11625.858719158,12239.8615505294,13863.769661526,12379.2078497545,12786.0243345435,13589.2056572312,12594.096105857,12680.8414910577,13479.3148792352,13733.82237069,13902.0457427791,17116.9440176346,18874.0560476822,20993.0736076986,21521.4291400408,22864.7470519639,22359.1205939298,23678.892858074,24717.1328512036,24422.8729871184,25161.2081466927,24331.7984951881,24051.1237884111
CIV,Cote d'Ivoire,08:_Western_Africa,D,GWP_100_CH4,Processing,22.8026430336957,23.529409043346,24.5856722185138,25.3778642443876,25.7506619872645,43.3042849904484,74.6774453885708,90.3822914219841,90.0193740660446,122.491489267751,122.311453127218,128.772135105065,150.892881224919,115.831939619284,107.498992835285,119.80228467177,119.897021763427,123.503661697115,129.534576737206,135.663089830558,127.470849156754,130.749508083433,107.926122200592,153.107531943891,155.330432139191,149.766353776816
CMR,Cameroon,08:_Western_Africa,D,GWP_100_CH4,Processing,113.968120269982,105.437424657414,115.155829994837,130.693065996154,410.378522550939,379.422820704993,329.183416650136,314.907520177113,274.299012899423,254.895477247811,223.336045956375,200.300883823552,180.789835207195,168.502508790721,168.409422920891,172.734456183636,161.987701407318,153.9774251593,168.776823840369,158.355274730884,145.984473469475,122.385467698708,135.891119802158,140.865434607723,151.226765389916,167.898105728646
COD,Congo_the Democratic Republic of the,08:_Western_Africa,D,GWP_100_CH4,Processing,23.2846838326341,22.4285757825423,22.4604567595443,22.4341827473967,79.9264275519561,72.6394140211051,76.3618963594415,76.543975305557,63.444856249293,54.2985771879811,47.8685708263381,47.4807987177702,46.3437628758815,51.2056392686535,44.5667893667982,43.3038038369016,40.5778159924038,41.3910802666178,41.5693330910181,38.4854843923784,40.3949084195657,37.9437069502424,38.8410725383049,37.770912532276,39.1974545898295,37.7296592845379
COG,Congo,08:_Western_Africa,D,GWP_100_CH4,Processing,324.797671252436,325.326177714415,326.819112094139,328.689820738305,305.998327065925,353.417219406492,426.002698323771,421.298206896622,458.181590111162,423.171962106411,393.900061161306,369.996396729197,243.183393885967,282.534815345418,286.435054416033,351.580410379284,384.398555556306,320.330588026519,312.104250495078,344.402377783544,360.865156061264,295.699719635405,288.461247368122,310.852893732079,283.724190433704,271.276738222051
