Country_code_A3,Name,C_group_IM24_sh,dev_country,Substance,FOOD_system_stage,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015
GHA,Ghana,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),562.1515,562.1515,562.1515,562.1515,562.1515,564.3509,253.0435,596.044,1371.6197,815.1114,898.6867,847.8517,405.2987,237.87,664.8556,469.4383,451.332,592.4919,361.8778,623.7289,480.0601,379.8025,752.0445,610.5411,294.1996,476.7819
GIB,Gibraltar,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),0,0,0,0,0,0,0,0,0.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),16994.4336,16994.5221,16994.6115,16994.7017,16994.4829,16986.2622,14732.1045,14642.348,15123.6296,15143.7041,14794.1099,15635.8807,15340.4232,17445.0881,19237.7523,17781.4254,18870.7574,19678.0198,15833.6841,17232.7989,16613.1363,17510.7855,16833.4086,16497.7188,17245.9859,17346.7083
GLP,Guadeloupe,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),10.9428,10.9052,10.8677,10.8301,10.7925,10.7549,10.7173,10.6797,10.642,10.6044,10.5667,21.058,21.0031,20.9481,20.8931,20.838,151.1481,151.1272,151.1062,151.085,151.0637,25.1737,25.1871,25.2005,25.214,25.2274
GMB,Gambia,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),25.5269,25.5269,25.5269,25.5269,25.5269,25.5269,144.2285,165.7774,136.9335,362.8915,277.5853,171.1701,57.2945,16.4038,3.8038,6.8944,10.2227,10.6981,4.7547,18.3056,36.6113,27.5775,26.151,4.9925,4.2793,4.0415
GNB,Guinea-Bissau,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),1773.663,1774.5323,1775.4091,1776.2936,1777.1859,1777.5906,1682.9595,1728.3115,1948.8076,2148.3986,1906.7777,2251.2111,1841.5823,1760.4816,1711.216,1704.9584,1789.4659,1796.6889,1779.2225,1868.5124,1903.1435,1834.3578,1841.9064,1783.8533,1793.3314,1813.5214
GNQ,Equatorial Guinea,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),5354.9356,5355.1358,5355.3385,5355.5438,5355.7518,5355.9625,5356.3178,5356.534,5356.753,5356.975,5356.8498,5305.6276,5305.3043,5304.9766,5304.6445,5304.3078,5396.1179,5395.4181,5395.4283,5394.722,5394.7256,5303.3072,5302.7026,5302.3304,5302.4284,5301.332
GRC,Greece,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),1530.8036,1530.8036,1530.8036,1530.8036,1530.5898,1536.3238,1471.5505,1473.6244,1698.857,1456.4133,1492.5236,1664.1098,1421.5339,1422.4328,1558.7789,1520.9146,1499.5401,1726.9514,1762.952,1448.4381,1419.3284,1566.2682,1498.5234,1555.9792,1433.6664,1415.6408
GRD,Grenada,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),0.0149,0.0149,0.0149,0.0149,0.0149,0.0149,0.0216,0.0257,0.0071,0.0223,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,Guatemala,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),17759.3796,17759.0906,17758.7949,17758.4923,17758.1827,17757.8656,17233.1134,16984.5028,18703.7911,17043.7492,17898.3455,15800.3572,16645.7499,21247.5816,15850.5614,19249.4532,14448.3575,15851.5006,14497.0542,15392.5741,14539.5871,13713.1861,13653.531,14421.495,13436.7258,14143.6614
GUY,French Guyana,06:_Rest South America,D,GWP_100_CO2,LULUC (Production),2884.1398,2884.1961,2884.2525,2884.3089,2883.7374,2884.1078,2782.6062,2774.7428,2787.4892,2779.8023,2732.5506,2238.9887,2408.6234,2467.8372,2851.9495,2288.856,4572.9573,4610.4398,4906.6502,4769.4981,4740.9708,1245.5603,1265.8967,1245.4292,1247.6602,1314.9355
GUY,Guyana,06:_Rest South America,D,GWP_100_CO2,LULUC (Production),18311.1455,18311.1503,18311.1552,18311.16,18310.0671,18696.9763,9986.043,9894.1035,13450.1305,8928.7934,8719.7586,12321.7572,13874.5845,41612.5627,11832.513,21150.7532,14800.0173,14049.6047,16378.9499,18337.8363,30104.0656,19689.7416,24163.3912,21784.6725,29814.7669,40815.7192
HKG,China. Hong Kong SAR,20:_China +,D,GWP_100_CO2,LULUC (Production),0.7726,0.7726,0.7726,0.7726,0.7726,0.7726,0.2136,0.6453,0.2118,0.2118,0.0836,0,0,0.7132,2.6151,0.4755,1.6642,0.4755,1.4264,0,0.9509,0.9509,0,1.4264,0,0
HND,Honduras,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),41758.618,41764.9433,41771.5457,41778.4439,41785.6581,41793.2106,40965.9436,41312.7497,41590.4496,41193.8876,41337.5094,28146.1367,28230.4434,31604.951,28064.9838,30603.0483,28630.3644,28565.6842,28659.1361,28908.6637,28559.6222,30202.9833,28136.5268,29229.0388,29774.059,28784.044
HRV,Croatia,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),452.1712,452.1712,452.1712,458.261,464.3278,470.3718,461.8222,477.8312,537.6831,479.4312,511.6489,460.0717,461.0774,471.0436,459.0249,473.2161,559.8098,685.8826,591.2797,579.8194,581.1369,352.816,326.8146,301.0065,305.4421,314.9182
HTI,Haiti,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),298.6475,298.5984,298.5486,298.4982,298.4473,298.3956,298.1669,298.0557,298.0184,297.9379,298.1348,317.7474,317.6242,317.6958,318.0063,318.0364,321.3704,318.8319,317.844,317.8064,318.0059,317.7294,318.0647,318.4054,318.7516,319.6851
HUN,Hungary,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),5888.8274,5888.8274,5888.8274,5888.8274,5887.547,5908.3102,5840.0827,5828.9807,5826.5159,5814.8531,5835.8365,5996.0986,5803.8405,5822.9828,5736.8566,5674.3353,5775.5562,5861.7429,5770.0128,5676.2667,5669.3992,5772.4567,5869.3129,5671.425,5836.6947,5679.9172
IDN,Indonesia,22:_Indonesia +,D,GWP_100_CO2,LULUC (Production),1553021.7473,1562209.7883,1571699.3293,1581505.4603,1591625.1413,1604099.5173,1398029.9995,2341145.6795,1586497.0314,1474704.5206,1413664.4039,636383.2324,1148332.2107,762342.8403,1122895.1219,842966.2782,1343941.5037,725636.4308,714594.5774,1111514.0574,705074.134,890253.8357,902019.6929,865980.0213,1233605.3547,1267294.7471
IMN,Isle of Man,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),1.5991,1.5991,1.5991,1.5991,1.5991,1.5991,1.5991,1.5991,1.5991,1.5817,1.6099,1.5785,1.5769,1.5769,1.5677,1.5684,1.5684,1.5684,1.5684,1.5684,1.5684,1.5684,1.5684,1.6421,1.6421,1.6421
IND,India,18:_India +,D,GWP_100_CO2,LULUC (Production),13110.7752,13110.7752,13110.7752,13110.7752,13113.7819,13154.23,7791.4022,7602.6768,7643.047,9075.9847,7862.1649,8072.9516,7285.5582,10652.7075,13707.9487,10436.7103,10865.7137,13125.2678,10733.5361,20234.1024,19092.2376,13665.3126,19792.2329,14221.1695,13826.3359,11476.7311
IRL,Ireland,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),1118.5266,1118.5266,1118.5266,1118.5266,1118.5219,1117.1622,1165.5086,1150.9514,1150.2179,1152.0598,1152.6526,1108.8077,1107.5062,1141.7487,1101.274,1153.2032,1561.5196,1699.1825,1574.0185,1595.3625,2075.7098,1325.4603,1106.1364,1099.0628,1098.1667,1286.3668
IRN,Iran (Islamic Republic of),17:_Middle_East,D,GWP_100_CO2,LULUC (Production),11.2167,11.2167,11.2167,11.2167,11.2167,11.2167,47.6911,11.7683,9.2241,35.4388,9.1834,1.1632,0.9694,0.1939,0.1939,2.5204,0.4316,3.6836,7.1988,3.3467,135.9495,5.4285,4.3091,0.7755,8.5813,2.2019
IRQ,Iraq,17:_Middle_East,D,GWP_100_CO2,LULUC (Production),9.2244,9.2244,9.2244,9.2244,9.2244,9.2244,4.8754,2.3032,2.917,17.2066,25.0201,17.5925,2.6151,0,0,0,0.2377,0.4316,48.4982,26.6267,1.9019,4.9925,1.6642,1.1887,5.2302,30.4304
ISL,Iceland,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),37.1021,37.1021,37.1021,37.1021,37.1021,37.1021,40.1701,39.4507,39.4313,39.4215,39.4215,37.0123,37.0123,37.0123,37.0123,37.0123,240.0036,37.0123,37.0123,37.0123,37.0123,37.0123,37.0123,37.0123,37.0123,37.0123
ISR,Israel,17:_Middle_East,D,GWP_100_CO2,LULUC (Production),12.7868,12.5,12.2222,11.953,11.692,11.4387,11.2128,10.9742,10.7424,10.5171,10.2783,0,0,0,0,0,20.3441,20.3704,20.3967,20.4231,20.4496,0,0,0,0,0
ITA,Italy,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),925.9056,925.9056,925.9056,925.9056,925.9056,925.9056,819.4869,821.9449,825.1156,831.0412,845.1108,935.8699,964.3573,1140.351,819.6863,805.6544,1093.107,1042.5761,898.6153,974.2393,799.8458,932.846,940.1084,807.7946,868.452,804.3049
JAM,Jamaica,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),438.6798,438.7466,438.8135,438.8805,438.9477,445.9118,412.5103,404.9057,428.7639,463.1875,487.3718,528.6418,463.8379,446.6762,439.5362,447.151,731.5921,670.2165,483.9933,652.9151,487.0235,469.6129,551.3535,559.0329,477.4075,487.6872
JPN,Japan,23:_Japan,I,GWP_100_CO2,LULUC (Production),7203.1662,7242.2485,7281.354,7320.4827,7312.6507,7385.2279,7368.0283,7380.3101,7400.4309,7448.7417,7472.7431,5349.7868,5354.1836,5399.335,5332.601,5308.5987,6346.4219,6205.9891,6144.4543,6074.571,5953.3788,5440.2656,5328.1637,5318.2618,5318.5249,5221.2142
KAZ,Kazakhstan,15:_Asia-Stan,I,GWP_100_CO2,LULUC (Production),1294.76068197858,1294.74081822997,1287.6917,1288.9499,1290.2124,1291.479,1301.9629,1540.0901,1329.8752,1275.8344,1293.856,4424.4726,4459.9563,4451.2062,4502.564,4476.5113,933.403,1042.8303,1105.6015,979.5387,885.9696,46.651,110.3099,68.2197,135.4821,448.3951
KEN,Kenya,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),58911.4562,58916.7368,58922.2849,58928.1212999999,58934.2692,58945.9387,58823.8078,59143.0944,59012.6731,59219.9417,58879.0046,188.7648,304.6935,453.9072,245.2266,420.9349,1366.847,429.5317,1659.3768,1025.7884,125.6128,1191.8063,3092.8337,290.019,221.9751,892.3227
KGZ,Kyrgyzstan,15:_Asia-Stan,I,GWP_100_CO2,LULUC (Production),0.900114338321216,0.900100529093626,0.8952,0.8952,0.8952,0.8952,0.4794,12.0118,7.1403,0.4081,0.2546,0,1.7449,0.5816,1.3571,1.551,6004.5582,5613.4672,5183.4606,4709.8944,4186.682,1.551,0.5816,0,1.333,0
KHM,Cambodia,21:_Southeastern Asia,D,GWP_100_CO2,LULUC (Production),27215.4412,27190.8405,27165.7026,27140.0097,27113.7432,27086.8838,24632.0344,25607.2068,28641.6266,27121.2157,26589.1091,28509.9786,29203.488,29672.5134,31063.1444,30972.2269,23743.2092,24204.1942,23788.3075,23361.8403,23678.6387,24484.5454,23750.2395,25938.9525,24454.4451,25905.5411
KOR,Republic of Korea,19:_Korea,I,GWP_100_CO2,LULUC (Production),674.0641,719.2614,764.5752,810.006,855.5542,901.2203,922.4525,967.2468,1012.8885,1061.13,1124.5472,2131.4917,2249.2824,2388.4301,2498.3347,2609.629,2639.372,2784.7057,2893.0671,3028.8233,3110.3541,3591.2019,3592.4513,3711.6459,3870.0733,3926.0127
LAO,Lao People's Democratic Republic,21:_Southeastern Asia,D,GWP_100_CO2,LULUC (Production),32830.7228,32948.113,33067.0015,33187.4172,33309.3897,33432.9494,29924.262,29520.4512,31577.1914,30632.1377,29965.6614,665.07,2738.6957,3063.0196,12879.5322,5735.4616,2352.4592,12336.3741,1791.4035,3674.0995,12282.6971,2005.4278,5161.3763,7052.8032,5373.9056,5805.4308
LBN,Lebanon,17:_Middle_East,D,GWP_100_CO2,LULUC (Production),0,0,0,0,0,0,0,0,0.4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),15893.2443,15893.2372,15893.2301,15893.2229,15893.2156,15894.718,15023.5958,15012.3028,15031.9856,15028.9385,15037.9262,15021.936,15018.7494,15461.429,15293.3916,15062.3038,15731.2845,15329.7396,15276.4781,19554.5755,15282.6257,15424.4086,15681.2258,15554.8897,17067.7049,19867.5221
LCA,Saint Lucia,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),20.0913,20.2553,20.4203,20.5861,20.7529,20.9206,21.0892,21.2588,21.4293,21.6008,21.7733,21.9467,22.0581,22.1701,22.2827,22.396,22.5099,21.9445,21.3757,20.8037,20.2283,19.6496,19.6097,19.5696,19.5292,19.4887
LKA,Sri Lanka,18:_India +,D,GWP_100_CO2,LULUC (Production),2779.23,2775.6325,2772.006,2768.3499,2762.6976,2760.1967,2741.8666,2711.0551,2728.9993,2731.0759,2697.4075,3431.1139,3472.3571,3479.4357,3463.123,3457.6766,2134.8402,2119.6721,2088.31,2097.1052,2076.986,2569.358,2685.0526,2506.4844,2527.5055,2480.2598
LSO,Lesotho,10:_Southern_Africa,D,GWP_100_CO2,LULUC (Production),3.9887,3.9895,3.9904,3.9912,3.992,3.9928,4.9935,16.8323,73.6776,17.0471,5.0504,3.8762,3.8752,3.8742,4.2609,4.0662,3.8713,4.0643,3.8694,4.4501,3.8676,65.7333,65.9625,65.8023,66.0285,66.0595
LTU,Lithuania,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),0,0,4950.6567,4950.6567,4949.695,4941.6987,4926.6864,4919.7787,4908.7534,4898.2321,4879.1154,4864.0562,4906.249,4985.0178,4840.0476,4821.8431,4827.9511,4817.8107,4866.5796,4878.7858,4794.4308,6445.4367,6417.2175,6431.6005,6423.7516,6459.7992
LUX,Luxembourg,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),1.82768033622506,1.86092344063602,1.89424670682534,1.92765043334711,1.96014924236353,1.98763368583678,2.02211369992268,2.05416990247202,2.0874280838655,2.11997197455242,2.1102,2.1102,2.0208,1.9338,1.9338,1.9338,2.243,1.9338,1.9338,1.9338,1.9338,1.9338,1.9338,1.9338,1.9772,1.9772
LVA,Latvia,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),0,0,2359.3066,2365.6333,2371.8588,2454.7081,2475.3723,2484.2163,2504.5627,2577.7165,2677.833,3274.6196,3557.8374,3595.6743,3337.6885,3286.5149,5753.0834,5775.539,5836.4756,5902.8465,5982.6625,3326.2481,3353.0211,3414.349,3417.8698,3392.6034
MAR,Morocco,07:_Northern_Africa,D,GWP_100_CO2,LULUC (Production),90.3074,91.303,92.297,93.2895,94.2805,95.2698,96.8318,97.1097,98.2537,100.4334,99.3007,0,0.1939,0.7755,3.7968,0.3877,2.3081,0,0,0.1939,0,3677.1392,3693.1119,3699.8845,3712.9004,3722.9966
MDA,Republic of Moldova,14:_Ukraine +,I,GWP_100_CO2,LULUC (Production),141.978356721222,141.976178540788,141.2032,141.2032,141.2032,143.4286,121.0371,121.017,121.0176,118.6246,118.3548,121.7371,118.829,163.8283,112.6396,114.9661,129.3936,208.3011,112.6396,115.5639,112.889,126.4321,122.5708,147.8878,138.0322,198.5702
MDG,Madagascar,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),45049.6448,45043.7305,45037.7581,45031.7268,45025.6357,45070.5154,43718.3884,42516.6028,43731.6405,43182.4765,41234.3952,33075.5656,26278.4772,27533.5251,29568.0088,31336.4529,48324.0727,50206.1175999999,46548.8511,53487.0509,53039.5123,24195.6545,19288.0795,24945.5975,21963.2415,21364.5481
MEX,Mexico,03:_Mexico,I,GWP_100_CO2,LULUC (Production),24821.2933,24831.458,24841.6783,24851.9547,24862.2877,24872.6777,22819.9203,23040.4261,30603.7934,26261.0431,26284.6872,19059.9033,20056.9933,25031.5284,18128.216,22101.7214,17424.4623,16879.9623,17409.2165,17071.2888,15208.6827,17250.1713,13508.966,15677.3428,11322.7833,13553.9866
MKD,North Macedonia,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),9.621,9.621,9.621,9.621,9.621,9.621,4.0023,4.1258,4.4822,4.3706,25.4784,0.7755,0.1939,0,0,0,0.3877,70.9579,9.306,0,0.3877,19.1935,46.9175,1.1632,0,3.4897
MLI,Mali,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),6997.7449,6997.723,6997.7006,6997.6776,6997.6541,6997.63,8222.6538,8657.1742,11337.838,11058.3219,9161.2675,9134.7679,9093.433,9045.68,9127.97,9041.4675,11986.3147,11932.396,11949.0862,12008.0952,11965.592,6569.6816,6590.5174,6549.7769,6544.6939,6549.1174
MMR,Myanmar,21:_Southeastern Asia,D,GWP_100_CO2,LULUC (Production),125060.8153,125061.9927,125063.1965,125064.4276,125064.1053,125092.4321,115705.1449,114638.3245,118890.2006,119279.6022,114728.6138,92101.9832,88980.9006,96110.4916,115417.3047,100247.5225,100841.0796,112522.8264,93864.9397,104886.9257,110061.5348,132573.4205,140811.2185,141222.2364,144898.4162,146521.0983
MNG,Mongolia,20:_China +,D,GWP_100_CO2,LULUC (Production),21457.2639,21454.4946,21451.6888,21448.8459,21445.8341,21445.3701,21439.2294,27431.6167,21573.6657,20868.7322,23991.6498,20091.9311,23122.7494,19130.4262,20108.289,19380.1754,10470.6598,9974.2503,9128.2842,4590.9837,3110.8486,20437.8611,21381.2356,19901.7813,19449.2832,23104.9961
MNP,Northern Mariana Islands,24:_Oceania,D,GWP_100_CO2,LULUC (Production),0,60.48,60.4799,60.4798,60.4797,60.4796,60.4795,60.4794,60.4793,60.4792,60.4791,60.4422,60.4438,60.4454,60.447,60.4487,60.4503,60.4485,60.4467,60.4448,60.4429,60.5881,60.5862,60.5842,60.5823,60.5803
MOZ,Mozambique,10:_Southern_Africa,D,GWP_100_CO2,LULUC (Production),37691.6821,37689.4967,37687.2891,37685.059,37682.8061,37680.5299,37093.8981,36216.3396,36792.8226,36433.9718,35163.2446,48457.0715,40965.1086,38908.7096,37294.5091,37828.9377,36508.2684,36924.8498,36882.366,36846.1586,36594.1582,35843.8374,36034.8315,37067.9696,36949.9403,37087.8337
MRT,Mauritania,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),1171.1534,1170.7124,1170.2502,1169.765,1169.2551,1168.7187,1168.1933,1167.5699,1166.9518,1166.2859,1165.5686,1186.7508,1186.7101,1186.6667,1186.6202,1186.5704,637.2035,638,638.8275,639.6878,640.583,525.3788,563.3215,602.3943,642.6487,684.6144
MSR,Montserrat,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),33.5928,33.7886,33.9959,34.2157,34.4493,34.6979,34.9334,35.217,35.5207,35.847,36.1984,0,0,0,0,0,0,0,0,0,0.4755,0,0,0,0,0
MUS,Mauritius,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),0.2229,0.2229,0.2229,0.2229,0.2229,0.2229,0,0,0.2464,0,0,182.6158,183.0784,182.8272,182.5756,182.5612,2.1396,0,0,0,0.2377,0,0.2377,0.2377,0,0
MWI,Malawi,10:_Southern_Africa,D,GWP_100_CO2,LULUC (Production),8258.4854,8260.725,8263.0028,8265.3197,8267.6767,8273.3197,8675.5142,8594.4935,8660.689,8422.9074,8867.9841,11251.5824,9990.8019,10310.8422,9704.9839,10283.0107,9269.2413,9467.6752,9690.5812,9714.5177,10366.5802,6294.8444,6605.0108,6482.0932,6565.9293,6811.9474
MYS,Malaysia,21:_Southeastern Asia,D,GWP_100_CO2,LULUC (Production),75259.2213,75101.5562,74942.7809,74782.8838,74606.1085,74247.3276,68812.2548,70522.9472,98725.2259,68328.9579,68859.1251,91641.2803,98862.0163,98400.2137,108035.5615,110615.4677,37511.1643,44791.2584,41366.8529,61372.3794,52131.6855,73312.1853,70196.7336,72234.0191,91238.5375,75336.38
MYT,Mayotte,09:_Eastern_Africa,D,GWP_100_CO2,LULUC (Production),52.4589,52.4488,52.4384,52.4275,52.4162,52.4045,52.501,52.5038,52.4905,52.4433,52.3382,62.7678,62.8386,62.9126,62.9902,63.0716,48.6595,48.7189,48.7814,48.8473,48.9168,48.9904,49.0415,49.0957,49.1533,49.2147
NAM,Namibia,10:_Southern_Africa,D,GWP_100_CO2,LULUC (Production),7856.977,7856.975,7856.973,7856.971,7856.969,7856.9669,8761.6314,8670.6668,9005.9691,8971.3406,9531.1816,7962.198,7995.1553,7908.6806,7970.7306,7925.3275,7899.2028,7958.1168,8000.9821,8005.1029,8039.2093,8027.1702,8057.434,7985.8207,7942.9454,8053.8324
NCL,New Caledonia,24:_Oceania,D,GWP_100_CO2,LULUC (Production),3.566,3.566,3.566,3.566,3.566,3.566,2.4239,8.8925,5.5346,1.6894,0.1321,0,17.3547,0,14.0264,12.3623,4.9925,0,0,0,0,0.4755,0,0.4755,1.6642,3.3283
NER,Niger,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),7265.049,7265.4411,7265.8588,7266.3048,7266.7821,7267.294,7395.1206,7344.2856,7464.2269,7357.084,7392.7587,2241.8912,2268.9969,2241.167,2240.8961,2237.7533,2259.3214,2258.0302,2257.1933,2267.7465,2257.5937,1442.3034,1446.3123,1440.796,1440.0183,1439.6993
NGA,Nigeria,08:_Western_Africa,D,GWP_100_CO2,LULUC (Production),179299.8282,179111.7837,178914.5808,178707.5338,178489.8866,178260.8038,188210.0377,186338.0551,187670.9638,185731.2508,186420.1725,176602.2496,177202.1639,178704.5595,179511.239,180633.3397,178720.925,179053.0481,180393.1791,179642.4685,180301.9467,188553.7927,188635.8674,188529.8119,188085.1092,188167.5114
NIC,Nicaragua,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),29443.5452,29443.6109,29443.6787,29443.7486,29443.8209,29443.8955,28986.316,29063.7325,29558.5775,29043.6466,29068.3446,28946.5481,28926.3423,30178.2443,28937.464,30248.2858,36653.7367,36552.1474,36856.866,36561.7936,37026.4081,4116.3513,3822.4795,4520.2106,4774.3066,4099.5863
NIU,Niue,24:_Oceania,D,GWP_100_CO2,LULUC (Production),45.1819,45.2935,45.4062,45.5201,45.635,45.7511,45.8683,45.9867,46.1063,46.2271,46.3491,46.4724,46.5352,46.5987,46.6629,46.7278,74.8692,75.365,75.866,76.3723,76.884,48.3758,48.3758,48.3757,48.3757,48.3756
NLD,Netherlands,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),2043.259,2043.259,2043.259,2043.259,2041.5758,2036.5811,2033.4401,2030.1418,2025.6234,2018.35,2009.0096,1982.8221,1949.6118,1926.7294,1908.4306,1907.0553,1908.9839,1915.1365,1910.7246,1910.7246,1910.4812,1911.239,1911.2151,1911.2151,1907.5766,1907.1674
NOR,Norway,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),3682.0698,3717.1461,3752.2333,3787.3315,3820.5021,3851.3659,3888.3291,3918.8464,3950.3095,3976.6186,4017.4694,3331.4754,3371.8219,3427.2177,3457.5626,3505.6848,2517.4599,2524.4062,2617.4382,2565.8171,2606.4928,2728.5091,2757.092,2779.5291,2814.427,2836.6494
NPL,Nepal,18:_India +,D,GWP_100_CO2,LULUC (Production),47187.1672,47410.9641,47643.4471,47885.1319,48348.966,48569.4665,46654.216,46807.157,47385.3083,48492.1783,48402.6626,30211.3264,29178.3147,32029.4541,30945.4533,31761.7194,4038.055,3660.8151,5279.9355,6839.2345,6182.3707,4610.3676,6864.1222,6486.8095,7143.8809,3510.7728
NZL,New Zealand,24:_Oceania,I,GWP_100_CO2,LULUC (Production),2352.4563,2352.9328,2353.4045,2353.8716,2354.0835,2356.011,2352.4493,2352.175,2352.584,2347.136,2342.3039,2203.0936,2197.4502,2201.866,2201.6862,2203.2014,4225.7679,4278.118,4295.9394,4279.6127,4277.1464,1533.6064,1545.8927,1535.857,1532.4901,1533.1749
PAK,Pakistan,18:_India +,D,GWP_100_CO2,LULUC (Production),22695.1602,22659.1806,22622.0112,22583.5921,22543.8591,22502.7438,22451.4035,22406.1235,22365.3849,22316.3543,22266.4311,22165.203,22169.7853,22144.9974,22140.8731,22149.4202,22207.2777,22184.3343,22108.0571,22080.9613,22001.941,21944.6996,21720.1419,21429.5695,21153.7342,20857.5764
PAN,Panama,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),10258.0767,10258.5444,10259.0154,10259.4896,10259.967,10260.4478,10088.0306,10087.8665,10093.1645,10083.9537,10094.0035,10225.6758,10440.0483,10754.2442,10415.5336,10200.3077,10123.7242,10048.5638,9947.2055,10029.2623,9912.5227,8426.5561,8632.7408,8614.3004,8467.557,8886.6718
PER,Peru,06:_Rest South America,D,GWP_100_CO2,LULUC (Production),93563.0453,93649.8425,93737.0359,93824.6281,93912.6219,94002.5265,93271.1867,93980.9567,94151.5741,93777.475,93646.3523,55408.5356,55549.462,56006.7617,55661.2867,59433.7262,81154.9075,83667.1016,81060.8452,80614.9563,82750.1303,84673.9661,85277.3571,85300.6463,84790.5038,85219.8411
PHL,Philippines,21:_Southeastern Asia,D,GWP_100_CO2,LULUC (Production),269.1186,269.1186,269.1186,269.1186,269.1186,269.1186,46.7277,62.1263,191.1304,53.8006,60.5117,18764.4345,18852.7781,18696.7856,18561.5077,18621.0812,15488.1772,15509.6112,15265.9197,15251.9469,15705.2894,167.8418,146.464,192.5707,359.5931,438.0599
PNG,Papua New Guinea,22:_Indonesia +,D,GWP_100_CO2,LULUC (Production),48011.2146,48011.2416,48011.2685,48011.2955,48011.3224,50197.4738,37045.4813,148495.2809,40037.855,41325.6193,42531.6376,38455.1459,60137.1445999999,48870.0591,85898.8241,45290.6478,57377.0606,42150.4794,48011.4934,43215.1911,51336.6673,41223.9775,42393.0912,44160.3886,53259.1872,110345.4629
POL,Poland,12:_Central Europe,I,GWP_100_CO2,LULUC (Production),13613.3049,13613.3049,13613.3049,13613.3049,13609.0387,13554.9664,13413.1645,13400.2198,13354.7547,13321.3991,13299.7983,13255.6981,13346.0213,13509.8174,13068.8753,13086.0265,13053.66,13045.9322,13068.7002,13042.5297,13049.4346,13094.5793,13100.7004,13030.3365,12984.5512,13008.4517
PRI,Puerto Rico,04:_Rest Central America,D,GWP_100_CO2,LULUC (Production),170.0366,170.0366,170.0366,170.0366,168.7276,147.0773,135.796,130.1303,128.1658,133.9964,123.3806,117.6059,116.2975,106.1265,103.06,100.7417,98.4229,96.2807,92.4425,91.7293,93.9872,90.8378,122.3925,89.0539,118.7602,94.9398
PRK,Democratic People's Republic of Korea,19:_Korea,D,GWP_100_CO2,LULUC (Production),13868.4667,13890.5362,13913.2989,13936.788,13961.0387,13986.0888,13847.7439,14123.604,13939.3043,13911.729,13941.2375,14054.206,13975.6971,14094.426,14977.8816,14318.5444,14177.7386,14129.4026,14372.6082,14704.3556,14135.7358,14612.9445,14179.0843,14196.6753,14855.1539,14450.0146
PRT,Portugal,11:_OECD_Europe,I,GWP_100_CO2,LULUC (Production),1664.5917,1664.6228,1664.6541,1664.6856,1664.4314,1663.3196,1609.3436,1536.3131,1589.2139,1544.3947,1505.2679,2477.5162,2464.6831,3058.9007,2309.5585,3294.9913,2290.2206,2225.0366,2210.173,2310.6633,2497.8795,2290.5085,2350.5304,2470.3083,2242.7266,2335.2743
