Data;DsDusznikMOB-BaP(PM10)-24g;DsGlogWiStwo-BaP(PM10)-24g;DsJaworMOB-BaP(PM10)-24g;DsJelGorSoko-BaP(PM10)-24g;DsLegAlRzecz-BaP(PM10)-24g;DsNowRudJezi-BaP(PM10)-24g;DsOlawZolnAK-BaP(PM10)-24g;DsOlesBrzozo-BaP(PM10)-24g;DsOsieczow21-BaP(PM10)-24g;DsPolKasztan-BaP(PM10)-24g;DsSwidnFolwa-BaP(PM10)-24g;DsSzczaKolej-BaP(PM10)-24g;DsWalbrzWyso-BaP(PM10)-24g;DsWrocOrzech-BaP(PM10)-24g;DsWrocWybCon-BaP(PM10)-24g;DsZgorBohGet-BaP(PM10)-24g;DsZlotoStasz-BaP(PM10)-24g;KpBrodKochan-BaP(PM10)-24g;KpBydWarszaw-BaP(PM10)-24g;KpCiechTezni-BaP(PM10)-24g;KpGrudSienki-BaP(PM10)-24g;KpInowSolank-BaP(PM10)-24g;KpKoniczynka-BaP(PM10)-24g;KpNaklSkargi-BaP(PM10)-24g;KpToruDziewu-BaP(PM10)-24g;KpWieniZdroj-BaP(PM10)-24g;KpWloclGniaz-BaP(PM10)-24g;KpZielBoryTu-BaP(PM10)-24g;LbBiaPodOrze-BaP(PM10)-24g;LbChelPolan-BaP(PM10)-24g;LbKrasKoszar-BaP(PM10)-24g;LbLubSliwins-BaP(PM10)-24g;LbZamoHrubie-BaP(PM10)-24g;LdBelchatEdward-BaP(PM10)-24g;LdBrzeReform-BaP(PM10)-24g;LdKutnKosciu-BaP(PM10)-24g;LdLodzLegion-BaP(PM10)-24g;LdLodzRudzka-BaP(PM10)-24g;LdLowiczSien-BaP(PM10)-24g;LdOpocCurieSk-BaP(PM10)-24g;LdPabiKilins-BaP(PM10)-24g;LdParzniUjWo-BaP(PM10)-24g;LdPioTrKraPr-BaP(PM10)-24g;LdRadomsRoln-BaP(PM10)-24g;LdRawaNiepod-BaP(PM10)-24g;LdSieraPolna-BaP(PM10)-24g;LdSkierKonop-BaP(PM10)-24g;LdToMaSwAnto-BaP(PM10)-24g;LdUniejTermy-BaP(PM10)-24g;LdWieluPOW12-BaP(PM10)-24g;LdZduWoKrole-BaP(PM10)-24g;LuGorzKosGdy-BaP(PM10)-24g;LuGorzPilsud-BaP(PM10)-24g;LuNowaSolMOB-BaP(PM10)-24g;LuSulecDudka-BaP(PM10)-24g;LuWsKaziWiel-BaP(PM10)-24g;LuZarySzyman-BaP(PM10)-24g;LuZielKrotka-BaP(PM10)-24g;MpBochKonfed-BaP(PM10)-24g;MpGorlKrasin-BaP(PM10)-24g;MpKrakAlKras-BaP(PM10)-24g;MpKrakBujaka-BaP(PM10)-24g;MpKrakBulwar-BaP(PM10)-24g;MpKrakOsPias-BaP(PM10)-24g;MpKrakSwoszo-BaP(PM10)-24g;MpKrakWadow-BaP(PM10)-24g;MpKrakZloRog-BaP(PM10)-24g;MpKrynicDiet-BaP(PM10)-24g;MpNiepo3Maja-BaP(PM10)-24g;MpNoSaczNadb-BaP(PM10)-24g;MpNoTargPSlo-BaP(PM10)-24g;MpOlkuCegiel-BaP(PM10)-24g;MpOswiecBema-BaP(PM10)-24g;MpSuchaNiesz-BaP(PM10)-24g;MpSzymbaGorl-BaP(PM10)-24g;MpTarBitStud-BaP(PM10)-24g;MpTrzebOsZWM-BaP(PM10)-24g;MpTuchChopin-BaP(PM10)-24g;MpZabieWapie-BaP(PM10)-24g;MpZakopaSien-BaP(PM10)-24g;MzGutyDuCzer-BaP(PM10)-24g;MzKonJezMos-BaP(PM10)-24g;MzLegZegrzyn-BaP(PM10)-24g;MzMinMazKaziMOB-BaP(PM10)-24g;MzOstroHalle-BaP(PM10)-24g;MzOtwoBrzozo-BaP(PM10)-24g;MzPiasPulask-BaP(PM10)-24g;MzPlocKroJad-BaP(PM10)-24g;MzRad25Czerw-BaP(PM10)-24g;MzSiedKonars-BaP(PM10)-24g;MzWarAKrzywo-BaP(PM10)-24g;MzWarAlNiepo-BaP(PM10)-24g;MzWarBajkowa-BaP(PM10)-24g;MzWarChrosci-BaP(PM10)-24g;OpNysaRodzie-BaP(PM10)-24g;OpOpoleOsAKr-BaP(PM10)-24g;OpPrudPodgor-BaP(PM10)-24g;OpZdziePiast-BaP(PM10)-24g;PdBialWaszyn-BaP(PM10)-24g;PdSuwPulaskp-BaP(PM10)-24g;PkDebiGrottg-BaP(PM10)-24g;PkHorZdrParkMOB-BaP(PM10)-24g;PkIwonZdrRab-BaP(PM10)-24g;PkJarosPruch-BaP(PM10)-24g;PkJasloSikor-BaP(PM10)-24g;PkKrosKletow-BaP(PM10)-24g;PkMielPogodn-BaP(PM10)-24g;PkNiskoSzkla-BaP(PM10)-24g;PkPrzemGrunw-BaP(PM10)-24g;PkRymZdrPark-BaP(PM10)-24g;PkRzeszRejta-BaP(PM10)-24g;PkSanoSadowa-BaP(PM10)-24g;PkStWolWoPol-BaP(PM10)-24g;PkTarnDabrow-BaP(PM10)-24g;PmGdaLecz08m-BaP(PM10)-24g;PmKosTargo12-BaP(PM10)-24g;SkBuskRokosz-BaP(PM10)-24g;SkKielKusoci-BaP(PM10)-24g;SkKielTargow-BaP(PM10)-24g;SkSkarZielnaMOB-BaP(PM10)-24g;SkSolecZdroj-BaP(PM10)-24g;SkStaraZlota-BaP(PM10)-24g;SlBielKossak-BaP(PM10)-24g;SlCzestoBacz-BaP(PM10)-24g;SlDabro1000L-BaP(PM10)-24g;SlGodGliniki-BaP(PM10)-24g;SlKatoKossut-BaP(PM10)-24g;SlKnurJedNar-BaP(PM10)-24g;SlMyszMiedzi-BaP(PM10)-24g;SlPszczBoged-BaP(PM10)-24g;SlRybniBorki-BaP(PM10)-24g;SlTarnoLitew-BaP(PM10)-24g;SlZywieKoper-BaP(PM10)-24g;WmElbBazynsk-BaP(PM10)-24g;WmGoldUzdrowMOB-BaP(PM10)-24g;WmIlawAnders-BaP(PM10)-24g;WmNiTraugutt-BaP(PM10)-24g;WmOlsPuszkin-BaP(PM10)-24g;WmOstrPilsud-BaP(PM10)-24g;WmPuszczaBor-BaP(PM10)-24g;WpGniePaczko-BaP(PM10)-24g;WpKaliSawick-BaP(PM10)-24g;WpLeszKiepur-BaP(PM10)-24g;WpNoTomSzpit-BaP(PM10)-24g;WpOstWieWyso-BaP(PM10)-24g;WpPilaKusoci-BaP(PM10)-24g;WpPoznChwial-BaP(PM10)-24g;WpWagrowLipo-BaP(PM10)-24g;ZpKolZolkiew-BaP(PM10)-24g;ZpKoszSpasow-BaP(PM10)-24g;ZpMyslZaBram-BaP(PM10)-24g;ZpSzczAndr01-BaP(PM10)-24g;ZpSzczBudzWosMOB-BaP(PM10)-24g;ZpSzczec1Maj-BaP(PM10)-24g;ZpSzczecPrze-BaP(PM10)-24g;ZpSzczPils02-BaP(PM10)-24g
05.10.2019 00:00;0,789;1,363;1,15;1,098;0,835;5,342;0,84;0,806;0,492;0,688;1,604;2,354;2,055;0,676;0,763;0,539;0,699;3,6012;2,144979;1,606915;2,5792;1,378844;0,7364;3,250171;1,0986;0,942866;2,269066;0,212377;13,42;3,45;2,21;2,62;2,1;1,029247;1,605818;3,286;1,606338;3,224026;2,07626;1,463377;2,741922;0,831481;2,948519;4,385247;2,73013;2,478291;4,127688;3,091325;1,961606;1,214208;4,028701;0,29;1,01;1,12;2,03;1,23;0,37;0,38;0,76;0,82;0,87;0,89774;1,82;1,03;1,58;1,89;1,39;0,8;1,81;2,12;4,07;1,85;1,71;3,66;0,61;1,3;1,73;2,58;2,21;1,66;0,36285;1,36768;2,67686;3,90186;1,2596;5,79309;1,82232;0,71495;1,07746;3,93061;0,65319;0,51326;2,1771;1,15076;1,944;1,426;1,689;4,017;1,119966;0,648543;1,86;2,1;0,69;1,4;1,07;1,05;1,04;1,35;0,94;0,46;1,28;0,67;0,88;1,1;;4,7;2,47;1,96;1,94;1,04;1,81;3,13;1,36;0,78;;3,71;1,45;2,39;3,27;;3,99;;2,39;0,94;0,26;1,35;2,76;0,46;1,01;0,15;;0,38;0,76;;0,42;;;2,98;0,21;0,27;2,07;0,88;0,86;0,92;2,28;0,48
06.10.2019 00:00;0,789;1,363;1,15;1,098;0,835;5,342;0,84;0,806;0,492;0,688;1,604;2,354;2,055;0,676;0,763;0,539;0,699;3,6012;2,144979;1,606915;2,5792;1,378844;0,7364;3,250171;1,0986;0,942866;2,269066;0,212377;13,42;3,45;2,21;2,62;2,1;1,029247;1,605818;3,286;1,606338;3,224026;2,07626;1,463377;2,741922;0,831481;2,948519;4,385247;2,73013;2,478291;4,127688;3,091325;1,961606;1,214208;4,028701;0,29;1,01;1,12;2,03;1,23;0,37;0,38;0,76;0,82;0,87;0,89774;1,82;1,03;1,58;1,89;1,39;0,8;1,81;2,12;4,07;1,85;1,71;3,66;0,61;1,3;1,73;2,58;2,21;1,66;0,36285;1,36768;2,67686;3,90186;1,2596;5,79309;1,82232;0,71495;1,07746;3,93061;0,97977;0,51326;2,1771;1,15076;1,944;1,426;1,689;4,017;1,119966;0,648543;1,86;2,1;0,69;1,4;1,07;1,05;1,04;1,35;0,94;0,46;1,28;0,67;0,88;1,1;;4,7;2,47;1,96;1,94;1,04;1,81;3,13;1,36;0,78;;3,71;1,45;2,39;3,27;;3,99;;2,39;0,94;0,26;1,35;2,76;0,46;1,01;0,15;;0,38;0,76;;0,42;;;;0,21;0,27;2,07;0,88;0,86;0,92;2,28;0,48
07.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;0,663;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,97977;1,00062;2,1771;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;2,17;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
08.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;0,663;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;0,5;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,97977;1,00062;2,93908;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;2,17;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;2,98;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
09.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;0,663;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;0,5;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,97977;1,00062;2,93908;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;2,17;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;2,98;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
10.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;0,5;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,97977;1,00062;2,93908;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;2,17;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
11.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;0,663;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;0,5;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,97977;1,00062;2,93908;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;2,17;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;2,98;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
12.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;0,663;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;0,5;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,97977;1,00062;2,93908;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;2,98;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
13.10.2019 00:00;1,004;1,516;1,346;1,248;2,351;5,44;0,945;2,214;0,663;0,667;1,96;3,397;3,484;1,523;1,195;0,562;0,941;2,3065;2,583256;1,91793;2,7869;2,125289;1,398;3,949971;1,5155;1,025755;1,989318;0,297978;5,46;2,16;3,56;1,88;2,83;1,899325;2,294961;1,636519;1,797481;2,609039;2,625247;2,865714;2,714649;0,799325;2,756312;4,62987;2,157195;2,4;3,057143;2,764831;0,798961;2,224416;3,236208;2,42;0,58;0,82;1,46;0,93;5,52;0,5;2,03;0,81;3,42;2,32371;2,78;1,64;1,37;3,64;2,47;1,88;4,77;6,06;10,12;6,67;5,2;7,17;0,51;2,43;3,4;6,01;6,83;5,7;0,59092;;1,93339;2,78202;1,32172;2,86715;1,88982;0,74084;1,97364;1,63286;0,70501;1,00062;2,93908;1,56028;1,814;2,592;5,066;7,388;1,353517;1,924797;3,2;3,35;0,274;2,5;1,67;1,65;2,48;2,38;1,66;0,48;1,65;1,1;1,1;;;2,6;5,79;4,39;2,3;3,13;3,4;5,81;1,67;3,49;3,47;4,54;2,75;;;4,72;9,54;3,16;3,33;0,91;0,97;2,53;2,55;1,18;0,87;0,42;3,16;0,62;0,48;2,63;0,78;2,51;3,38;2,98;0,3;0,62;1,22;0,69;0,94;0,6;1,85;0,85
14.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;0,586;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;0,789329;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;0,70501;0,3318;2,93908;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;0,7;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;2,98;0,54;0,52;1,98;0,62;0,85;1,46;1,8;0,79
15.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;0,586;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;0,789329;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;0,70501;0,3318;2,55031;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;2,05;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;0,7;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;2,98;0,54;0,52;1,98;0,62;0,85;1,46;1,8;0,79
16.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;0,586;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;0,789329;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;0,70501;0,3318;2,55031;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;2,05;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;0,7;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;3,81;0,54;0,52;1,98;0,62;0,85;1,46;1,8;0,79
17.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;0,586;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;0,789329;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;0,70501;0,3318;2,55031;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;2,05;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;0,7;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;3,81;0,54;0,52;1,98;0,62;0,85;1,46;1,8;0,79
18.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;0,789329;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;0,70501;0,3318;2,55031;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;2,05;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;0,7;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;3,81;0,54;0,52;1,98;0,62;0,85;1,46;1,8;0,79
19.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;0,70501;0,3318;2,55031;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;2,05;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;0,7;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;3,81;0,54;0,52;1,98;;0,85;1,46;1,8;0,79
20.10.2019 00:00;1,261;0,801;0,353;0,731;0,772;8,527;;1,187;0,743;0,393;0,592;0,815;1,381;0,906;0,678;0,458;0,46;2,8949;2,732786;1,669163;3,3989;1,731323;1,8099;3,721848;1,3459;0,916963;2,383037;;4,23;3,06;2,39;1,53;1,52;1,608364;3,64613;1,516831;1,363455;2,695844;2,530961;3,810494;1,701558;1,044468;7,860208;3,120156;4,777403;3,638753;2,109143;3,204104;1,115584;1,644831;2,459221;0,85;0,67;0,26;0,79;0,8;1,24;0,41;2,32;0,47;3,14;1,62894;4,54;2,16;1,43;4,34;2,86;1,08;2,44;3,86;17,75;4,57;5,92;6,35;0,21;0,61;1,71;4,41;7,54;3,66;;;2,46729;2,49192;1,32175;4,17222;1,13181;0,90663;2,03589;2,96975;;0,3318;2,55031;1,07301;3,24;1,879;1,301;19,442;0,891818;3,175009;1,25;1,78;0,1;1,73;0,67;0,49;1,07;2,89;1,14;0,217;0,6;0,87;0,82;2,05;;3;1,99;4,09;;5,13;1,82;2,63;0,68;2,14;;8,66;2,35;4,94;7,12;;8,76;;4,37;0,85;;2,15;2,72;1,28;0,91;0,44;;0,56;0,15;;0,57;;;3,81;0,54;0,52;1,98;;0,85;1,46;1,8;0,79
