"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"RUS","Europe","Russia",2021-09-29,7377774,21891,21460.714,202700,846,809.714,50563.167,150.029,147.08,1389.193,5.798,5.549,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,191582882,1313.003,NA,468033,3.208,0.0459,21.8,"tests performed",90015699,47967752,42047947,723374,310981,206825,61.69,32.87,28.82,0.5,1417,97514,0.067,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-09-30,7401104,23330,21790.286,203549,849,816.429,50723.058,159.891,149.339,1395.012,5.819,5.595,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470256,3.223,0.0463,21.6,"tests performed",90298423,48079685,42218738,725352,282724,214324,61.89,32.95,28.93,0.5,1469,100392,0.069,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,767523.4,24.79,45.27,5260.17931545079
"RUS","Europe","Russia",2021-10-01,7425057,23953,22220.429,204424,875,825.714,50887.219,164.161,152.286,1401.009,5.997,5.659,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477911,3.275,0.0465,21.5,"tests performed",90667000,48343684,42323316,747624,368577,234088,62.14,33.13,29.01,0.51,1604,124994,0.086,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-02,7449689,24632,22656,205297,873,835.286,51056.033,168.814,155.272,1406.992,5.983,5.725,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485566,3.328,0.0467,21.4,"tests performed",91015787,48535310,42480477,765175,348787,258719,62.38,33.26,29.11,0.52,1773,141129,0.097,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-03,7474850,25161,23105.429,206179,882,847.714,51228.472,172.44,158.352,1413.036,6.045,5.81,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493221,3.38,0.0468,21.3,"tests performed",91151285,48610971,42540314,819875,135498,264308,62.47,33.32,29.15,0.56,1811,145140,0.099,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-04,7500000,25150,23593.857,207056,877,863,51400.837,172.364,161.699,1419.047,6.01,5.915,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,194057552,1329.963,NA,500875,3.433,0.0471,21.2,"tests performed",91243207,48654468,42588739,826286,91922,230756,62.53,33.35,29.19,0.57,1581,118359,0.081,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-05,7524465,24465,24083.143,207932,876,868.286,51568.506,167.67,165.052,1425.051,6.004,5.951,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502468,3.444,0.0479,20.9,"tests performed",91497450,48735780,42761670,842830,254243,256105,62.71,33.4,29.31,0.58,1755,124087,0.085,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-06,7548944,24479,24452.857,208842,910,877.429,51736.272,167.765,167.586,1431.287,6.237,6.013,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504061,3.455,0.0485,20.6,"tests performed",92192697,48891249,43301448,856589,695247,311000,63.18,33.51,29.68,0.59,2131,131928,0.09,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-07,7575825,26881,24960.143,209752,910,886.143,51920.499,184.227,171.063,1437.524,6.237,6.073,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,195638185,1340.796,NA,508624,3.486,0.0491,20.4,"tests performed",93888467,49137773,44750694,859836,1695770,512863,64.35,33.68,30.67,0.59,3515,151155,0.104,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-08,7602386,26561,25332.714,210673,921,892.714,52102.533,182.034,173.616,1443.836,6.312,6.118,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513053,3.516,0.0494,20.3,"tests performed",94115234,49235850,44879384,919496,226767,492605,64.5,33.74,30.76,0.63,3376,127452,0.087,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-09,7631034,28648,25906.429,211627,954,904.286,52298.871,196.337,177.548,1450.374,6.538,6.197,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517482,3.547,0.0501,20,"tests performed",94289464,49353510,44935954,960031,174230,467668,64.62,33.82,30.8,0.66,3205,116886,0.08,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-10,7658923,27889,26296.143,212576,949,913.857,52490.007,191.136,180.219,1456.878,6.504,6.263,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521911,3.577,0.0504,19.8,"tests performed",94491689,49463056,45028633,960453,202225,477201,64.76,33.9,30.86,0.66,3270,121726,0.083,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-11,7687559,28636,26794.143,213522,946,923.714,52686.262,196.255,183.632,1463.361,6.483,6.331,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526340,3.607,0.0509,19.6,"tests performed",94671192,49571462,45099730,967739,179503,489712,64.88,33.97,30.91,0.66,3356,130999,0.09,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-12,7714973,27414,27215.429,214476,954,934.857,52874.142,187.88,186.519,1469.899,6.538,6.407,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526206,3.606,0.0517,19.3,"tests performed",94790577,49684328,45106249,988595,119385,470447,64.96,34.05,30.91,0.68,3224,135507,0.093,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-13,7742899,27926,27707.857,215438,962,942.286,53065.532,191.389,189.894,1476.492,6.593,6.458,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526072,3.605,0.0527,19,"tests performed",95156230,49844230,45312000,NA,365653,423362,65.21,34.16,31.05,NA,2901,136140,0.093,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-14,7773388,30489,28223.286,216403,965,950.143,53274.486,208.955,193.427,1483.106,6.614,6.512,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,199319746,1366.027,NA,525937,3.604,0.0537,18.6,"tests performed",95345470,49981484,45363986,1070110,189240,208143,65.34,34.25,31.09,0.73,1426,120530,0.083,54.17,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-15,7804750,31362,28909.143,217382,979,958.429,53489.424,214.938,198.127,1489.816,6.71,6.569,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533358,3.655,0.0542,18.4,"tests performed",95885492,50182928,45702564,1190053,540022,252894,65.71,34.39,31.32,0.82,1733,135297,0.093,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-16,7837101,32351,29438.143,218362,980,962.143,53711.14,221.716,201.753,1496.532,6.716,6.594,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540778,3.706,0.0544,18.4,"tests performed",NA,NA,NA,NA,NA,327926,NA,NA,NA,NA,2247,169425,0.116,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-17,7870529,33428,30229.429,219342,980,966.571,53940.237,229.097,207.176,1503.248,6.716,6.624,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548199,3.757,0.0551,18.1,"tests performed",NA,NA,NA,NA,NA,398960,NA,NA,NA,NA,2734,204712,0.14,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-18,7903963,33434,30914.857,220323,981,971.571,54169.375,229.138,211.873,1509.972,6.723,6.659,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,201631267,1381.869,NA,555619,3.808,0.0556,18,"tests performed",NA,NA,NA,NA,NA,473239,NA,NA,NA,NA,3243,240162,0.165,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-19,7936798,32835,31689.286,221314,991,976.857,54394.408,225.033,217.181,1516.763,6.792,6.695,1.14,NA,NA,NA,NA,NA,NA,NA,NA,512218,202143485,1385.379,3.51,553659,3.794,0.0572,17.5,"tests performed",NA,NA,NA,NA,NA,556106,NA,NA,NA,NA,3811,274975,0.188,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-20,7969960,33162,32437.286,222320,1006,983.143,54621.682,227.274,222.307,1523.658,6.895,6.738,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571798,3.919,0.0567,17.6,"tests performed",99382776,51965705,NA,NA,NA,603792,68.11,35.61,NA,NA,4138,303068,0.208,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-21,8005376,35416,33141.143,223331,1011,989.714,54864.403,242.722,227.131,1530.587,6.929,6.783,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,203449310,1394.329,NA,589938,4.043,0.0562,17.8,"tests performed",99443669,52015298,NA,1506586,60893,585457,68.15,35.65,NA,1.03,4012,290545,0.199,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-22,8041581,36205,33833,224369,1038,998.143,55112.532,248.129,231.873,1537.701,7.114,6.841,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599241,4.107,0.0565,17.7,"tests performed",100030674,52450463,NA,1544042,587005,592169,68.56,35.95,NA,1.06,4058,323934,0.222,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-23,8078309,36728,34458.286,225417,1048,1007.857,55364.245,251.713,236.158,1544.883,7.182,6.907,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608544,4.171,0.0566,17.7,"tests performed",100766655,52861352,NA,1547684,735981,597387,69.06,36.23,NA,1.06,4094,331696,0.227,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-24,8112999,34690,34638.571,226464,1047,1017.429,55601.991,237.746,237.394,1552.059,7.176,6.973,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,205378315,1407.549,NA,617847,4.234,0.0561,17.8,"tests performed",NA,NA,NA,NA,NA,544947,NA,NA,NA,NA,3735,312575,0.214,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-25,8149946,36947,35140.429,227506,1042,1026.143,55855.206,253.214,240.833,1559.2,7.141,7.033,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612813,4.2,0.0573,17.4,"tests performed",NA,NA,NA,NA,NA,492508,NA,NA,NA,NA,3375,293455,0.201,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-26,8185400,35454,35514.571,228581,1075,1038.143,56098.188,242.982,243.397,1566.567,7.367,7.115,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617160,4.23,0.0575,17.4,"tests performed",NA,NA,NA,NA,NA,440069,NA,NA,NA,NA,3016,274335,0.188,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-27,8220975,35575,35859.286,229672,1091,1050.286,56341.999,243.811,245.76,1574.044,7.477,7.198,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,207006252,1418.706,NA,601408,4.122,0.0596,16.8,"tests performed",NA,NA,NA,NA,NA,387629,NA,NA,NA,NA,2657,255214,0.175,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-28,8260045,39070,36381.286,230786,1114,1065,56609.763,267.764,249.337,1581.679,7.635,7.299,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595454,4.081,0.0611,16.4,"tests performed",102428563,53974920,47126515,1645659,NA,426413,70.2,36.99,32.3,1.13,2922,279946,0.192,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-29,8298850,38805,36752.714,231931,1145,1080.286,56875.711,265.948,251.883,1589.526,7.847,7.404,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590915,4.05,0.0622,16.1,"tests performed",103215462,54622022,47235849,1685331,786899,454970,70.74,37.43,32.37,1.16,3118,310223,0.213,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-30,8338053,39203,37106.286,233063,1132,1092.286,57144.387,268.676,254.306,1597.284,7.758,7.486,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586377,4.019,0.0633,15.8,"tests performed",104062261,55218327,47459477,1715807,846799,470801,71.32,37.84,32.53,1.18,3227,336711,0.231,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-10-31,8377984,39931,37855,234194,1131,1104.286,57418.052,273.665,259.437,1605.036,7.751,7.568,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581839,3.988,0.0651,15.4,"tests performed",104464268,55463950,47601622,1730473,402007,480747,71.59,38.01,32.62,1.19,3295,339983,0.233,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,868032.5,26.76,68.52,5949.01289216594
"RUS","Europe","Russia",2021-11-01,8417305,39321,38194.143,235318,1124,1116,57687.536,269.484,261.761,1612.739,7.703,7.648,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591637,4.055,0.0646,15.5,"tests performed",104776681,55691008,47683391,1734131,312413,477895,71.81,38.17,32.68,1.19,3275,340604,0.233,56.02,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-02,8455232,37927,38547.429,236462,1144,1125.857,57947.466,259.931,264.183,1620.579,7.84,7.716,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601435,4.122,0.0641,15.6,"tests performed",105580822,56183972,47945546,1787514,804141,545289,72.36,38.51,32.86,1.23,3737,379211,0.26,58.8,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-03,8494589,39357,39087.714,237619,1157,1135.286,58217.197,269.731,267.885,1628.509,7.929,7.781,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611233,4.189,0.0639,15.6,"tests performed",106519046,56692011,48204924,1959957,938224,631838,73,38.85,33.04,1.34,4330,419972,0.288,58.8,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-04,8533706,39117,39094.429,238784,1165,1142.571,58485.284,268.086,267.932,1636.493,7.984,7.831,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,211896118,1452.218,NA,611233,4.189,0.064,15.6,"tests performed",108485269,57596873,49316326,1971353,1966223,865244,74.35,39.47,33.8,1.35,5930,517422,0.355,58.8,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-05,8573323,39617,39210.429,239943,1159,1144.571,58756.797,271.513,268.727,1644.436,7.943,7.844,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592156,4.058,0.0662,15.1,"tests performed",NA,NA,NA,NA,NA,769704,NA,NA,NA,NA,5275,444056,0.304,58.8,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-06,8613533,40210,39354.286,241095,1152,1147.429,59032.374,275.577,269.712,1652.331,7.895,7.864,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573079,3.928,0.0687,14.6,"tests performed",NA,NA,NA,NA,NA,665608,NA,NA,NA,NA,4562,377947,0.259,58.8,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-07,8651561,38028,39082.429,242241,1146,1149.571,59292.996,260.623,267.849,1660.185,7.854,7.879,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554002,3.797,0.0705,14.2,"tests performed",108839638,57997497,49574598,2038998,NA,625053,74.59,39.75,33.98,1.4,4284,361935,0.248,58.8,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-08,8689818,38257,38930.429,243405,1164,1155.286,59555.189,262.192,266.808,1668.163,7.977,7.918,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,213806892,1465.314,NA,534925,3.666,0.0728,13.7,"tests performed",109012524,58101534,49639427,2043217,172886,605120,74.71,39.82,34.02,1.4,4147,344361,0.236,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-09,8727817,37999,38940.714,244588,1183,1160.857,59815.613,260.424,266.878,1676.27,8.108,7.956,1.01,NA,NA,NA,NA,NA,NA,NA,NA,495439,214302331,1468.709,3.395,518383,3.553,0.0751,13.3,"tests performed",110013923,58720979,49936526,2129929,1001399,633300,75.4,40.24,34.22,1.46,4340,362430,0.248,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-10,8764713,36896,38589.143,245794,1206,1167.857,60068.477,252.865,264.469,1684.536,8.265,8.004,1.01,NA,NA,NA,NA,NA,NA,NA,NA,661784,214964115,1473.245,4.536,525604,3.602,0.0734,13.6,"tests performed",110548268,59009118,50121433,2192400,534345,575603,75.76,40.44,34.35,1.5,3945,331015,0.227,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-11,8804297,39584,38655.857,247000,1206,1173.714,60339.764,271.287,264.926,1692.801,8.265,8.044,1,NA,NA,NA,NA,NA,NA,NA,NA,714828,215678943,1478.144,4.899,540404,3.704,0.0715,14,"tests performed",111504955,59543164,50430347,2306127,956687,431384,76.42,40.81,34.56,1.58,2956,278042,0.191,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-12,8843238,38941,38559.286,248203,1203,1180,60606.644,266.88,264.264,1701.046,8.245,8.087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519788,3.562,0.0742,13.5,"tests performed",112305009,60155620,50587097,2338537,800054,528802,76.97,41.23,34.67,1.6,3624,346458,0.237,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-13,8881306,38068,38253.286,249415,1212,1188.571,60867.541,260.897,262.167,1709.352,8.306,8.146,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,216345715,1482.713,NA,499173,3.421,0.0766,13,"tests performed",113186687,60561971,50991092,2410399,881678,637882,77.57,41.51,34.95,1.65,4372,385431,0.264,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-14,8918926,37620,38195,250609,1194,1195.429,61125.368,257.827,261.767,1717.535,8.183,8.193,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512315,3.511,0.0746,13.4,"tests performed",114006989,61165173,51188082,2431173,820302,738193,78.13,41.92,35.08,1.67,5059,452525,0.31,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-15,8956136,37210,38045.429,251796,1187,1198.714,61380.384,255.017,260.742,1725.67,8.135,8.215,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,217485087,1490.522,NA,525456,3.601,0.0724,13.8,"tests performed",114562576,61521738,51370215,2448173,555587,792865,78.51,42.16,35.21,1.68,5434,488601,0.335,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-16,8991748,35612,37704.429,253009,1213,1203,61624.449,244.065,258.405,1733.983,8.313,8.245,0.97,NA,NA,NA,NA,NA,NA,NA,NA,370272,217855359,1493.06,2.538,507575,3.479,0.0743,13.5,"tests performed",115373976,61952000,51719392,2513629,811400,765722,79.07,42.46,35.45,1.72,5248,461574,0.316,38.43,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-17,9027163,35415,37492.857,254229,1220,1205,61867.164,242.715,256.955,1742.344,8.361,8.258,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489429,3.354,0.0766,13.1,"tests performed",116626426,62594260,52233646,2610110,1252450,868308,79.93,42.9,35.8,1.79,5951,512163,0.351,45.83,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-18,9063318,36155,37003,255448,1219,1206.857,62114.95,247.786,253.598,1750.699,8.354,8.271,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463705,3.178,0.0798,12.5,"tests performed",117352790,62891581,52506988,2767890,726364,835405,80.43,43.1,35.99,1.9,5725,478345,0.328,45.83,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
"RUS","Europe","Russia",2021-11-19,9099253,35935,36573.571,256669,1221,1209.429,62361.229,246.279,250.655,1759.067,8.368,8.289,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,219459637,1504.055,NA,492473,3.375,0.0743,13.5,"tests performed",118078630,63284161,52824805,2834492,725840,824803,80.92,43.37,36.2,1.94,5653,446934,0.306,60.65,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA
